areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate
E06000023,"Bristol, City of",ltla,18/05/2020,126
E06000023,"Bristol, City of",ltla,17/05/2020,126
E06000023,"Bristol, City of",ltla,16/05/2020,126
E06000023,"Bristol, City of",ltla,15/05/2020,126
E06000023,"Bristol, City of",ltla,14/05/2020,125
E06000023,"Bristol, City of",ltla,13/05/2020,124
E06000023,"Bristol, City of",ltla,12/05/2020,124
E06000023,"Bristol, City of",ltla,11/05/2020,124
E06000023,"Bristol, City of",ltla,10/05/2020,123
E06000023,"Bristol, City of",ltla,09/05/2020,120
E06000023,"Bristol, City of",ltla,08/05/2020,119
E06000023,"Bristol, City of",ltla,07/05/2020,117
E06000023,"Bristol, City of",ltla,06/05/2020,111
E06000023,"Bristol, City of",ltla,05/05/2020,110
E06000023,"Bristol, City of",ltla,04/05/2020,108
E06000023,"Bristol, City of",ltla,03/05/2020,105
E06000023,"Bristol, City of",ltla,02/05/2020,105
E06000023,"Bristol, City of",ltla,01/05/2020,104
E06000023,"Bristol, City of",ltla,30/04/2020,104
E06000023,"Bristol, City of",ltla,29/04/2020,102
E06000023,"Bristol, City of",ltla,28/04/2020,99
E06000023,"Bristol, City of",ltla,27/04/2020,99
E06000023,"Bristol, City of",ltla,26/04/2020,97
E06000023,"Bristol, City of",ltla,25/04/2020,95
E06000023,"Bristol, City of",ltla,24/04/2020,89
E06000023,"Bristol, City of",ltla,23/04/2020,87
E06000023,"Bristol, City of",ltla,22/04/2020,84
E06000023,"Bristol, City of",ltla,21/04/2020,78
E06000023,"Bristol, City of",ltla,20/04/2020,74
E06000023,"Bristol, City of",ltla,19/04/2020,71
E06000023,"Bristol, City of",ltla,18/04/2020,64
E06000023,"Bristol, City of",ltla,17/04/2020,63
E06000023,"Bristol, City of",ltla,16/04/2020,60
E06000023,"Bristol, City of",ltla,15/04/2020,59
E06000023,"Bristol, City of",ltla,14/04/2020,55
E06000023,"Bristol, City of",ltla,13/04/2020,53
E06000023,"Bristol, City of",ltla,12/04/2020,50
E06000023,"Bristol, City of",ltla,11/04/2020,44
E06000023,"Bristol, City of",ltla,10/04/2020,40
E06000023,"Bristol, City of",ltla,09/04/2020,37
E06000023,"Bristol, City of",ltla,08/04/2020,33
E06000023,"Bristol, City of",ltla,07/04/2020,30
E06000023,"Bristol, City of",ltla,06/04/2020,26
E06000023,"Bristol, City of",ltla,05/04/2020,23
E06000023,"Bristol, City of",ltla,04/04/2020,21
E06000023,"Bristol, City of",ltla,03/04/2020,19
E06000023,"Bristol, City of",ltla,02/04/2020,19
E06000023,"Bristol, City of",ltla,01/04/2020,18
E06000023,"Bristol, City of",ltla,31/03/2020,17
E06000023,"Bristol, City of",ltla,30/03/2020,16
E06000023,"Bristol, City of",ltla,29/03/2020,16
E06000023,"Bristol, City of",ltla,28/03/2020,13
E06000023,"Bristol, City of",ltla,27/03/2020,9
E06000023,"Bristol, City of",ltla,26/03/2020,9
E06000023,"Bristol, City of",ltla,25/03/2020,6
E06000023,"Bristol, City of",ltla,24/03/2020,4
E06000023,"Bristol, City of",ltla,23/03/2020,4
E06000023,"Bristol, City of",ltla,22/03/2020,2
E06000023,"Bristol, City of",ltla,21/03/2020,1
